index,单价,小区名字,建筑面积,总价,户型,朝向,楼层,装修
10,15289元/平米,宏达世纪锦城,121平米,185万,3室2厅2卫,东南,中层,毛坯
11,15600元/平米,河畔新世界,125平米,195万,3室2厅1卫,东,高层,精装修
12,16452元/平米,宏达世纪锦城,124平米,204万,4室2厅2卫,南北,低层,精装修
13,18910元/平米,新鸿基悦城,156平米,295万,3室2厅2卫,西南,高层,毛坯
14,19024元/平米,河畔新世界,205平米,390万,5室2厅2卫,南,低层,简装修
15,17969元/平米,瑞升橡树林华府,64平米,115万,2室2厅1卫,东北,中层,简装修
16,17931元/平米,新鸿基悦城,145平米,260万,3室2厅2卫,东西,低层,简装修
17,21290元/平米,万科海悦汇城东区,62平米,132万,3室2厅2卫,东南,低层,简装修
18,17200元/平米,万科海悦汇城东区,125平米,215万,4室2厅2卫,南,低层,简装修
19,12448元/平米,南湖国际社区二期,164.68平米,205万,4室2厅3卫,东南,低层,毛坯
20,15764元/平米,青南美湾,91.98平米,145万,3室2厅2卫,南,低层,毛坯
21,19565元/平米,新鸿基悦城,138平米,270万,3室2厅1卫,南,中层,精装修
22,14747元/平米,宏达世纪锦城,99平米,146万,3室2厅2卫,北,高层,简装修
23,14430元/平米,阳光花园,124.74平米,180万,3室2厅2卫,东,高层,中装修
24,13911元/平米,美城悦荣府别墅,381平米,530万,5室3厅5卫,东,中层,毛坯
25,15929元/平米,麓山国际社区茵特拉肯,226平米,360万,4室2厅3卫,东南,高层,毛坯
27,18794元/平米,左岸花都,141平米,265万,3室2厅1卫,南北,中层,简装修
29,14576元/平米,锦官丽城亲水湾,132.41平米,193万,3室2厅2卫,南,中层,精装修
0,15764元/平米,青南美湾,91.98平米,145万,3室2厅2卫,南,低层,毛坯
1,19565元/平米,新鸿基悦城,138平米,270万,3室2厅1卫,南,中层,精装修
2,14747元/平米,宏达世纪锦城,99平米,146万,3室2厅2卫,北,高层,简装修
3,14430元/平米,阳光花园,124.74平米,180万,3室2厅2卫,东,高层,中装修
4,13911元/平米,美城悦荣府别墅,381平米,530万,5室3厅5卫,东,中层,毛坯
5,15929元/平米,麓山国际社区茵特拉肯,226平米,360万,4室2厅3卫,东南,高层,毛坯
7,18794元/平米,左岸花都,141平米,265万,3室2厅1卫,南北,中层,简装修
9,14576元/平米,锦官丽城亲水湾,132.41平米,193万,3室2厅2卫,南,中层,精装修
10,20478元/平米,复地御香山3悦,293平米,600万,5室1厅1卫,南北,高层,毛坯
12,16265元/平米,远大中央公园,83平米,135万,2室2厅1卫,南北,高层,毛坯
13,10183元/平米,城南领寓,66.78平米,68万,2室2厅1卫,南北,低层,精装修
14,12857元/平米,棠湖泊林城,105平米,135万,3室2厅2卫,西,中层,精装修
15,13575元/平米,欧香小镇别墅,442平米,600万,5室3厅3卫,南,低层,简装修
17,14372元/平米,保利叶语,66.1平米,95万,2室2厅1卫,北,高层,毛坯
20,18442元/平米,南湖国际社区,77平米,142万,2室1厅1卫,西,低层,精装修
21,17888元/平米,南湖国际社区二期,161平米,288万,4室2厅2卫,西,高层,豪华装修
22,15969元/平米,恒大名都,129平米,206万,3室2厅2卫,西,低层,精装修
23,13057元/平米,黄金海岸,176.15平米,230万,3室2厅3卫,南,中层,精装修
24,15118元/平米,南阳盛世,89.3平米,135万,2室2厅1卫,东南,中层,精装修
26,21452元/平米,蜀郡一期,303平米,650万,6室3厅5卫,南,低层,精装修
27,13125元/平米,蓝润华府春天,80平米,105万,3室1厅1卫,南北,中层,精装修
28,12857元/平米,佳兆业君汇上品,126平米,162万,3室2厅2卫,西南,高层,简装修
29,11016元/平米,府河音乐花园,167.93平米,185万,4室3厅3卫,西南,高层,精装修
0,13575元/平米,欧香小镇别墅,442平米,600万,5室3厅3卫,南,低层,简装修
2,14372元/平米,保利叶语,66.1平米,95万,2室2厅1卫,北,高层,毛坯
5,18442元/平米,南湖国际社区,77平米,142万,2室1厅1卫,西,低层,精装修
6,17888元/平米,南湖国际社区二期,161平米,288万,4室2厅2卫,西,高层,豪华装修
7,15969元/平米,恒大名都,129平米,206万,3室2厅2卫,西,低层,精装修
8,13057元/平米,黄金海岸,176.15平米,230万,3室2厅3卫,南,中层,精装修
9,15118元/平米,南阳盛世,89.3平米,135万,2室2厅1卫,东南,中层,精装修
11,21452元/平米,蜀郡一期,303平米,650万,6室3厅5卫,南,低层,精装修
12,13125元/平米,蓝润华府春天,80平米,105万,3室1厅1卫,南北,中层,精装修
13,12857元/平米,佳兆业君汇上品,126平米,162万,3室2厅2卫,西南,高层,简装修
14,11016元/平米,府河音乐花园,167.93平米,185万,4室3厅3卫,西南,高层,精装修
15,16667元/平米,恒大名都,75平米,125万,2室2厅1卫,东西,低层,精装修
16,11818元/平米,滨江和城,110平米,130万,3室2厅2卫,南,低层,精装修
17,16004元/平米,美城云庭,82.48平米,132万,2室2厅1卫,东南,低层,毛坯
18,14333元/平米,融创Nano公馆,90平米,129万,2室2厅1卫,南,高层,毛坯
19,20055元/平米,万科海悦汇城东区,62.33平米,125万,2室2厅1卫,南,高层,精装修
20,18284元/平米,江南宅院,268平米,490万,4室3厅3卫,南,低层,精装修
21,21795元/平米,中海右岸,78平米,170万,1室1厅1卫,南,中层,毛坯
22,13043元/平米,南湖国际社区二期,161平米,210万,3室3厅2卫,南,高层,简装修
23,14500元/平米,华银美景,124平米,179.8万,3室2厅2卫,东南,低层,精装修
24,12847元/平米,华阳滨河花园,132.33平米,170万,3室2厅2卫,南,高层,精装修
25,14535元/平米,地源吾舍,86平米,125万,2室2厅1卫,南,低层,精装修
26,19277元/平米,河畔新世界,166平米,320万,4室2厅2卫,南北,高层,精装修
27,15138元/平米,佳兆业君汇上品,109平米,165万,3室2厅2卫,西北,高层,毛坯
28,16412元/平米,佳兆业君汇上品,176.7平米,290万,4室2厅2卫,南北,高层,精装修
0,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
1,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
2,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
3,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
4,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
5,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
6,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
7,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
8,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
9,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
10,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
11,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
12,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
13,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
14,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
15,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
16,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
17,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
18,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
19,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
20,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
21,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
22,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
23,15377元/平米,南湖国际社区二期,134.62平米,207万,3室2厅2卫,东,中层,毛坯
24,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
25,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
26,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
27,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
28,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
0,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
1,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
2,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
3,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
5,17619元/平米,宏达世纪锦城,84平米,148万,2室2厅1卫,南,低层,简装修
6,14375元/平米,成都玩家,96平米,138万,3室2厅2卫,南,低层,简装修
7,15625元/平米,海伦印象,96平米,150万,3室2厅1卫,南,中层,精装修
8,17280元/平米,恒大天府半岛,89.7平米,155万,2室2厅1卫,南,中层,简装修
9,17340元/平米,恒大天府半岛,94平米,163万,2室2厅1卫,南,中层,简装修
10,16735元/平米,恒大天府半岛,166.12平米,278万,4室2厅2卫,西南,中层,中装修
11,16667元/平米,宏达世纪锦城,78平米,130万,2室2厅1卫,南北,中层,简装修
12,14533元/平米,双华麓港,144.5平米,210万,4室2厅2卫,南北,高层,简装修
13,20140元/平米,新鸿基悦城,143平米,288万,3室2厅2卫,东北,中层,简装修
14,21894元/平米,新鸿基悦城,132平米,289万,3室2厅2卫,东北,中层,简装修
15,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
16,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
17,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
18,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
19,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
20,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
21,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
22,17067元/平米,恒大名都,75平米,128万,2室2厅1卫,北,高层,精装修
23,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,高层,精装修
24,15849元/平米,恒大名都,106平米,168万,3室2厅2卫,东南,中层,精装修
25,15289元/平米,宏达世纪锦城,121平米,185万,3室2厅2卫,东南,中层,毛坯
26,15600元/平米,河畔新世界,125平米,195万,3室2厅1卫,东,高层,精装修
27,16452元/平米,宏达世纪锦城,124平米,204万,4室2厅2卫,南北,低层,精装修
28,18910元/平米,新鸿基悦城,156平米,295万,3室2厅2卫,西南,高层,毛坯
29,19024元/平米,河畔新世界,205平米,390万,5室2厅2卫,南,低层,简装修
0,17969元/平米,瑞升橡树林华府,64平米,115万,2室2厅1卫,东北,中层,简装修
1,17931元/平米,新鸿基悦城,145平米,260万,3室2厅2卫,东西,低层,简装修
2,21290元/平米,万科海悦汇城东区,62平米,132万,3室2厅2卫,东南,低层,简装修
3,17200元/平米,万科海悦汇城东区,125平米,215万,4室2厅2卫,南,低层,简装修
4,12448元/平米,南湖国际社区二期,164.68平米,205万,4室2厅3卫,东南,低层,毛坯
5,15764元/平米,青南美湾,91.98平米,145万,3室2厅2卫,南,低层,毛坯
6,19565元/平米,新鸿基悦城,138平米,270万,3室2厅1卫,南,中层,精装修
7,14747元/平米,宏达世纪锦城,99平米,146万,3室2厅2卫,北,高层,简装修
8,14430元/平米,阳光花园,124.74平米,180万,3室2厅2卫,东,高层,中装修
9,13911元/平米,美城悦荣府别墅,381平米,530万,5室3厅5卫,东,中层,毛坯
10,15929元/平米,麓山国际社区茵特拉肯,226平米,360万,4室2厅3卫,东南,高层,毛坯
12,18794元/平米,左岸花都,141平米,265万,3室2厅1卫,南北,中层,简装修
14,14576元/平米,锦官丽城亲水湾,132.41平米,193万,3室2厅2卫,南,中层,精装修
15,20478元/平米,复地御香山3悦,293平米,600万,5室1厅1卫,南北,高层,毛坯
17,16265元/平米,远大中央公园,83平米,135万,2室2厅1卫,南北,高层,毛坯
18,10183元/平米,城南领寓,66.78平米,68万,2室2厅1卫,南北,低层,精装修
19,12857元/平米,棠湖泊林城,105平米,135万,3室2厅2卫,西,中层,精装修
20,13575元/平米,欧香小镇别墅,442平米,600万,5室3厅3卫,南,低层,简装修
22,14372元/平米,保利叶语,66.1平米,95万,2室2厅1卫,北,高层,毛坯
25,18442元/平米,南湖国际社区,77平米,142万,2室1厅1卫,西,低层,精装修
26,17888元/平米,南湖国际社区二期,161平米,288万,4室2厅2卫,西,高层,豪华装修
27,15969元/平米,恒大名都,129平米,206万,3室2厅2卫,西,低层,精装修
28,13057元/平米,黄金海岸,176.15平米,230万,3室2厅3卫,南,中层,精装修
29,15118元/平米,南阳盛世,89.3平米,135万,2室2厅1卫,东南,中层,精装修
0,13057元/平米,黄金海岸,176.15平米,230万,3室2厅3卫,南,中层,精装修
1,15118元/平米,南阳盛世,89.3平米,135万,2室2厅1卫,东南,中层,精装修
3,13125元/平米,蓝润华府春天,80平米,105万,3室1厅1卫,南北,中层,精装修
4,12857元/平米,佳兆业君汇上品,126平米,162万,3室2厅2卫,西南,高层,简装修
5,11016元/平米,府河音乐花园,167.93平米,185万,4室3厅3卫,西南,高层,精装修
6,16667元/平米,恒大名都,75平米,125万,2室2厅1卫,东西,低层,精装修
7,11818元/平米,滨江和城,110平米,130万,3室2厅2卫,南,低层,精装修
8,16004元/平米,美城云庭,82.48平米,132万,2室2厅1卫,东南,低层,毛坯
9,14333元/平米,融创Nano公馆,90平米,129万,2室2厅1卫,南,高层,毛坯
10,20055元/平米,万科海悦汇城东区,62.33平米,125万,2室2厅1卫,南,高层,精装修
11,18284元/平米,江南宅院,268平米,490万,4室3厅3卫,南,低层,精装修
12,21795元/平米,中海右岸,78平米,170万,1室1厅1卫,南,中层,毛坯
13,13043元/平米,南湖国际社区二期,161平米,210万,3室3厅2卫,南,高层,简装修
14,12847元/平米,华阳滨河花园,132.33平米,170万,3室2厅2卫,南,高层,精装修
15,14535元/平米,地源吾舍,86平米,125万,2室2厅1卫,南,低层,精装修
16,19277元/平米,河畔新世界,166平米,320万,4室2厅2卫,南北,高层,精装修
17,15138元/平米,佳兆业君汇上品,109平米,165万,3室2厅2卫,西北,高层,毛坯
18,16412元/平米,佳兆业君汇上品,176.7平米,290万,4室2厅2卫,南北,高层,精装修
20,16810元/平米,天府美岸,116平米,195万,4室2厅2卫,东西,高层,毛坯
21,16432元/平米,融创Nano公馆,37平米,60.8万,1室1厅1卫,南,中层,精装修
22,14516元/平米,欣宇都市港湾,124平米,180万,3室2厅2卫,南北,高层,精装修
23,17727元/平米,佳兆业君汇上品,110平米,195万,3室2厅2卫,东南,低层,精装修
24,12953元/平米,华阳滨河花园,168.3平米,218万,4室3厅3卫,东南,高层,精装修
25,11811元/平米,万锦城,127平米,150万,4室2厅2卫,南北,低层,毛坯
26,12004元/平米,府河音乐花园,173.28平米,208万,4室2厅3卫,南北,高层,精装修
27,21552元/平米,万科海悦汇城东区,58平米,125万,2室2厅1卫,南,高层,精装修
28,16585元/平米,保利御景台,161.59平米,268万,4室2厅2卫,南,高层,精装修
29,17534元/平米,恺信时代天城,73平米,128万,2室1厅1卫,南,低层,精装修
0,12004元/平米,府河音乐花园,173.28平米,208万,4室2厅3卫,南北,高层,精装修
1,21552元/平米,万科海悦汇城东区,58平米,125万,2室2厅1卫,南,高层,精装修
2,16585元/平米,保利御景台,161.59平米,268万,4室2厅2卫,南,高层,精装修
3,17534元/平米,恺信时代天城,73平米,128万,2室1厅1卫,南,低层,精装修
4,16366元/平米,半山艾马仕,366平米,599万,5室2厅3卫,南,高层,简装修
5,11421元/平米,府河音乐花园,260.92平米,298万,5室3厅4卫,西南,中层,毛坯
7,15393元/平米,保利御景台,128.63平米,198万,3室2厅2卫,南,低层,精装修
8,12895元/平米,宏达世纪锦城,152平米,196万,5室2厅2卫,南北,高层,简装修
9,11594元/平米,青南美湾,54.34平米,63万,2室2厅1卫,南北,低层,简装修
10,13408元/平米,河畔新世界,115.6平米,155万,2室2厅2卫,西南,低层,毛坯
12,23466元/平米,麓湖生态城云树,277平米,650万,4室3厅3卫,南,高层,简装修
13,18577元/平米,南湖世纪,110.35平米,205万,3室2厅2卫,西,低层,精装修
14,14789元/平米,中海右岸,71平米,105万,2室2厅1卫,南北,低层,毛坯
15,17081元/平米,恺信时代天城,73.18平米,125万,2室2厅1卫,东南,低层,简装修
16,13333元/平米,南湖国际社区二期,177平米,236万,5室2厅3卫,东,低层,毛坯
17,17073元/平米,融创Nano公馆,41平米,70万,2室1厅1卫,南北,低层,精装修
18,21667元/平米,恒大名都,60平米,130万,2室1厅1卫,南北,高层,精装修
19,14524元/平米,融创南湖逸家,84平米,122万,3室1厅2卫,南北,中层,毛坯
20,12381元/平米,金南园,121.15平米,150万,3室2厅2卫,南,中层,精装修
21,17949元/平米,蓝山美树,195平米,350万,4室2厅3卫,南北,高层,简装修
22,10833元/平米,成南领寓,120平米,130万,3室2厅2卫,南,中层,精装修
